cleaned_text,aspect,sentiment
ikn kalo udah seperti jakarta 2010an malah lebih bahaya panasnya bumi yg terdapat bekas mineral2 ditambah panasnya aktivitas kendaraan dan penghuninya ditambah lagi musim kemarau dengan panasnya matahari siap2 aja rakyat ikn tiap hari infus 02 tabung mulu,Smart Environment,Negative
pemerintah tengah menggunakan teknologi untuk melakukan rekayasa cuaca di ibu kota nusantara ikn guna memastikan kondisi yang kondusif selama perayaan dan upacara hari ulang tahun hut ke 79 kemerdekaan republik indonesia pada 17 agustus mendatang,Smart Environment,Positive
kalimantan timur sudah dapat diminum hal itu berdasarkan laporan dari sucofindo terkait bakteri escherichia coli pihaknya juga menunjukkan bahwa berdasarkan hasil laporan dari sucofindo air minum yang terdistribusi di kipp ikn tidak mengandung bakteri tersebut,Smart Environment,Positive
ketua satgas pelaksanaan pembangunan infrastruktur ikn danis h sumadilaga mengatakan bahwa pihaknya telah memastikan air bersih di nusantara kalimantan timur sudah dapat diminum hal itu berdasarkan laporan dari sucofindo,Smart Environment,Positive
terkait bakteri escherichia coli pihaknya juga menunjukkan bahwa berdasarkan hasil laporan dari sucofindo air minum yang terdistribusi di kipp ikn tidak mengandung bakteri tersebut,Smart Environment,Positive
orang bodohpun faham sebab belum ada penduduknya sana sini masih pepohonan besok2 ketika sudah rame dan kejadian kebakaran hutan yg sering terjadi dimusin kemarau asap masuk ikn masih bisa sombongin gak dengan ngomong seperti itu,Smart Environment,Negative
halo ada info nih dari ibu kota nusantara ikn ternyata kami bisa yura kementerian atr bpn telah melaksanakan pengukuran tanah di ikn untuk mendukung dan menyukseskan pembangunan smart forest city pertama di dunia simak selengkapnya pada video berikut,Smart Environment,Positive
pt semen indonesia persero tbk sig menegaskan kepemimpinannya sebagai penyedia solusi bahan bangunan ramah lingkungan di tanah air dengan menghadirkan hunian tapak ramah lingkungan di ibu kota nusantara ikn penajam paser utara kalimantan timur,Smart Environment,Positive
selama ikn dikembangkan sesuai desain awal sebagai pusat pemerintahan bukan kawasan industri maka ikn sebagai smart city dan green city dapat diwujudkan,Smart Governance,Positive
begini penampakan ikn sembari menghitung hari akhir masa jabatan jokowi jelang pergantian pemerintahan kawasan nusantara di penajam paser utara provinsi kalimantan timur itu makin menunjukkan perkembangannya yang ditargetkan menjadi kota hijau pantauan bisnis di lapangan,Smart Environment,Positive
lebih lanjut menko muhadjir mengatakan operasi modifikasi cuaca yang dilakukan pemerintah di ikn adalah upaya untuk meminimalkan risiko bencana n sehingga masyarakat tetap aman dan pelaksanaan pembangunan infrastruktur fisik ikn termasuk pembangunan bandara vvip dapat selesai,Smart Environment,Positive
menteri pekerjaan umum dan perumahan rakyat pupr menyatakan bahwa kualitas udara di ibu kota nusantara ikn di kalimantan timur berada pada tingkat kesehatan yang sangat baik,Smart Environment,Positive
kepala stasiun geofisika bmkg balikpapan rasmid mengatakan kendati di ikn yang berasa di wilayah kab penajem paser utara kaltim di apit dua sesar di pastikan masih relatif aman dari ancaman megathrust,Smart Environment,Neutral
kepala negara mengatakan bahwa ia ingin semua jajarannya merasakan udara pagi di ikn yang bersih dan sehat presiden menyebut kualitas udara air quality index di ikn saat ini cukup rendah yaitu berada di angka 6 dari maksimal 50,Smart Environment,Positive
dari embung a para menteri diajak presiden joko widodo mengunjungi plaza sumbu kebangsaan ikn dibangun dengan penuh kualitas estetika dan orientasi keberlanjutan selengkapnya di,Smart Environment,Positive
29 15 agustus 2024 jelang upacara peringatan hari kemerdekaan ri ke 79 pada 17 agustus di ibu kota nusantara ikn pertamina gas negara pgn selaku subholding gas pertamina memastikan bahwa gas bumi telah mengalir dan siap digunakan,Smart Environment,Positive
bagaimana rasanya hidup di sekitar kemegahan megaproyek ikn di sini memang udaranya sangat segar fresh dan bersih dan itu bagus untuk kesehatan untuk usia ucap presiden joko widodo kepada awak media di ikn pada 12 agustus lalu,Smart Environment,Positive
memastikan plts ikn telah beroperasi melistriki kawasan ikn peninjauan ini dilakukan juga dalam rangka memastikan kesiapan listrik untuk peringatan hari kemerdekaan ri di ikn yang akan disuplai 100 menggunakan energi hijau menteri bumn erick thohir mengapresiasi gerak cepat,Smart Environment,Positive
pada kunjungan tersebut menteri basuki memandu peninjauan dan menyampaikan bahwa embung tersebut bermanfaat untuk konservasi air di kawasan ikn,Smart Environment,Positive
kementerian pupr menyebut bahwa penerapan material konstruksi hijau green material pada pembangunan ikn nusantara di kalimantan timur dapat mengurangi emisi karbon,Smart Environment,Positive
ini bukan hanya menjadi wujud nyata dari komitmen pln terhadap pembangunan ikn melainkan juga terhadap upaya transisi energi di tanah air,Smart Environment,Positive
menteri pekerjaan umum dan perumahan rakyat pupr basuki hadimuljono mengatakan hidup di ibu kota nusantara ikn bisa menambah umur panjang minimal 10 tahun hal ini disebabkan lingkungan dan udara ikn yang masih bersih dan terjaga lifetime kita akan bertambah panjang,Smart Environment,Positive
listrik yg menopang kesuksesan upacara hut ke 79 ri ini tdk hanya andal melainkan jg hijau krn sepenuhnya dipasok dr pembangkit listrik tenaga surya ikn yg saat ini berkapasitas 10 mw sistem kelistrikan dg konsep state of the art of technology bkn hanya menjadi wujud nyata dari,Smart Environment,Positive
timbalan ketua penyelidikan jaringan penyelesaian pembangunan lestari sdsn asia sunway university prof emeritus datuk chm dr mazlin mokhtar berkata malaysia perlu bantu indonesia dalam proses transisi tenaga boleh baharu memandangkan pembangunan ikn yang pesat,Smart Environment,Positive
berbagai upaya dilakukan pertamina dalam rangka rayakan hut ke 79 di ikn salah satunya pertamina patra niaga telah meresmikan 2 unit spbu mypertamina untuk menunjang distribusi energi di wilayah ikn,Smart Environment,Neutral
menanggapi hal tersebut kepala dpu balikpapan rita mengatakan bahwa pengendalian banjir masih proses meskipun ada rumah pompa banjir pun butuh proses balikpapan kota penghubung ikn dikepung banjir proyek das ampal belum maksimal,Smart Environment,Negative
pln siap menghadirkan listrik bersih dan andal serta kesiagaan personel untuk mendukung upacara hut ri di ikn sistem kelistikan untuk ikn sudah siap baik itu dari pasokan daya transmisi distribusi dan kesiapan seluruh personelnya untuk momentum yang sangat bersejarah ini,Smart Environment,Positive
adhi dipercaya untuk membangun 36 unit bangunan rumah tapak jabatan menteri ikn yang mengusung konsep green smart home dengan memaksimalkan pemanfaatan energi alami untuk berbagai kebutuhan lengkap dengan teknologi smart home yang terintegrasi dengan smartphone,Smart Environment,Positive
sebanyak 84 14 kawasan ikn nusantara akan dijadikan area hijau sesuai syarat menjadi kota terbaik sedunia yakni kota hutan selain itu tata ruang di ikn juga mengatur hunian berkualitas yang inklusif cerdas kolaboratif kompak dan berbasis pada konsep 10 minutes city,Smart Environment,Positive
bbrapa minggu lalu k sepaku sprtinya air waduk lancar cuma utk air di kawasan ikn nya aja smntara pdam blum lancar atau malah belum ngalir di sepaku karena salah 1 bisnis yg ramai disana jualan air selain bikin kos2an utk pekerja ikn,Smart Environment,Negative
berita ini harus di up sih wkwkwk kali aja ke blow up kak kalau bener beritanya air yg di balikpapan dialirin ke ikn semua dan menyebabkan krisis air itu udah termasuk pelanggaran ga sih,Smart Environment,Negative
untuk peduli lingkungan ikn indonesia nusantara bisa tambah lengkap dengan berbagai unsur dilibatkan misalnya menggunakan kertas daur ulang atau kertas buatan tangan dari kertas bekas atau dari bahan alam misal kertas dari kulit durian ampas tebu gedebok pisang dll,Smart Environment,Positive
dengan adanya wanagama nusantara riset mengenai ekosistem ikn dapat terfokus dan lebih terpadu,Smart Environment,Positive
rakyat yg terkena dampak penggusuran lahan oleh pik dan ikn yg di bayar dgn harga murah bisa di bela gk pak hutan adat yg sudah di gunduli oleh proyek food estate bisa di pulihkan gak pak klo memang benar ingin membela rakyatnya coba buktikan,Smart Environment,Negative
kawasan hutan yang digunakan untuk membangun ikn adalah hutan produksi oleh karena itu pemerintah telah menyiapkan persemaian bibit pohon untuk reforestasi yang bisa memproduksi 15 hingga 25 juta bibit pohon per tahun,Smart Environment,Positive
progres pembangunan tempat pengolahan sampah terpadu tpst 1 di ibu kota nusantara ikn sudah mencapai 95 persen proyek yang dikerjakan bumn pt brantas abipraya sejak mei 2023,Smart Environment,Neutral
wanagama nusantara jadi tempat seru buat anak muda yang cinta riset lingkungan dan inovasi ikn,Smart Environment,Positive
pembangunan ikn akan memperhatikan aspek lingkungan dan sosial budaya,Smart Environment,Neutral
di jantung nusantara kita bangun peradaban yang harmonis dengan alam ikn wujud komitmen kita untuk bumi,Smart Environment,Positive
bahlil hny bs menjajah tanah anak negeri dan tanah ulayat menjual harta kekayaan negara berdalih psn dengan leble eco city baik di rempang pik2 maupun di ikn tdk memiliki kemampuan berbahasa asing apalagi berinovasi memelihara alam dan sumber dayanya untk kesejahteraan rakyat,Smart Environment,Negative
menteri pupr pembangunan infrastruktur di ikn tidak didominasi beton,Smart Environment,Positive
wanagama nusantara akan menjadi pusat riset multidisiplin yang mendukung pengembangan ilmu pengetahuan yang berfokus pada ekosistem ikn,Smart Environment,Positive
memindahkan ibukota itu sebuah prestasi ya btw kaltim kebanjiran tuh akibat ikn,Smart Environment,Negative
pdhl di ikn bencananya tetep aja ada cuma beda jenis aja potensi bencana itu dihadapi pakai otak bukan malah lari dr masalah wkwk,Smart Environment,Negative
terkhusus untuk pecinta lingkungan protes tentang ikn merusak gak aneh gak terkejut gak terbagong karena banyak insan butuh panggung,Smart Environment,Negative
tugaskan berkantor di ikn aja prabowo terutama hasyim sdh paham bgmn kondisi alam dan karakter masyarakat disana dijamin sblm 3 bulan wassalam,Smart Environment,Negative
wkwkwkwkwk ikn berawal dengan imajinasi jadi selama ini ikn tak pernah serius dikaji kelayakannya kah kalau motivasi pembangunan ikn dilandasi oleh imajinasi,Smart Environment,Negative
dan mereka semua yang suka korup dan serakah di tengelam kan bersama ikn karena gempa megatrust seperti qarun yang tenggelam bersama hartanya dan akhirnya kalimantan menjadi hutan kembali dan ekosistem hutan kembali pulih,Smart Environment,Negative
ikn juga apaan itu bjiirrr mulyono malah tebang abis hutan kalimantan kek program lu selangkah mempercepat kiamat anjayyy bikin kerusakan alam kaga takut apa kalo bumi udah cape trs bencana alam dimana2,Smart Environment,Negative
emang iyuran berapa bang pakai manggil kpk segala audit jg tuhan hasil tebangan hutan ikn kayunya di ke manain,Smart Environment,Negative
hutan dibabat untuk ikn food estate singkong berubah jagung laut dipagari alasan psn,Smart Environment,Negative
dari pada negara buang uang untuk infrastruktur kagak bermanfaat mending buat plts lebih bermanfaat ikn dan kereta cepat itu bisa dibuat plts skala besar lebih dr 4 bisa mengurangi puluhan ton tiap hari,Smart Environment,Negative
ikn belum ada air bersih yakali mulyono mandi lumpur,Smart Environment,Negative
tapi ngomong2 sejak ada ikn kebakaran hutan area kalimantan gk separah tahun lalu,Smart Environment,Positive
cuplikan momen peserta 15th kompas100 ceo forum powered by pln jalan pagi di embung mbh ibu kota nusantara sabtu 12 10 2024 embung ini berfungsi untuk menyimpan cadangan air dan sumber air baku di ikn baca kumpulan hasil liputan,Smart Environment,Neutral
regulasi khusus terkait reklamasi lahan bekas tambang di ikn,Smart Environment,Neutral
membandingkan ikn dgn singapura itu tidak relevan mestinya yg menjadi bahan introspeksi itu hancurnya hutan hujan tropis di kalimantan paru paru dunia karena ulah konglomerasi tambang sawit dan hutan industri kayu pulp paper,Smart Environment,Negative
lu bandingin deforestasi sekian juta hektar di papua demi proyek yang berulang kali gagal dengan rehabilitasi hutan ikn ini buzzer negara nalarnya emang ga jalan atau gimane sih udah kena blok lagi,Smart Environment,Negative
jangan lupakan juga ratusan hektar hutan kalimantan yang dibabat buat ikn itu,Smart Environment,Negative
nanam pohon yang cuma 1 2 pohon aja dipublikasi pohon2 di ikn dan put estet ngibul yang udah lu babat gimana bray,Smart Environment,Negative
udah cukup hutan kalimantan aja yang dirusak demi ikn jangan papua juga,Smart Environment,Negative
ya itu ga lama lagi juga ikn kek jkt wi pohon pada di tebas pembangunan dimana mana kualitas udara juga bisa jadi jelek dan ikut ke lingkungan sekitar ah gimana sih km,Smart Environment,Negative
itu katanya hutan yg di ikn dikasihin ke ugm makanya dinamain wanagama nusantara katanyaaa ya katanyaaa,Smart Environment,Neutral
hutan kalimantan masih hutan bukan tambang bukan kebun sawit dan bukan ikn,Smart Environment,Neutral
klo tebang hutan utk ikn termsk merugijan lingkungan ga ya,Smart Environment,Negative
sambil menebang pohon hutan xmantan untuk ambisi food estate dan ikn,Smart Environment,Negative
berhasil banget 1 berhasil merusak hutan kalimantan utk pmbngunan ikn yg mangkrak dan menyengsarakan rakyat disekitarnya 2 berhasil mengangkut tka cina ke indonesia tnpa bisa 3 berhasil merusak laut 4 berhasil merusak konstitusi negara dll silahkan ditambah sendiri ya,Smart Environment,Negative
penunggu sana d soalnya kan ikn itu hasil tebasan hutan belantara jdi ituannya banyak dan gede2 pas mau dibangun ikn itu aja kata beliau harus melalui banyak proses2 ritual gtu,Smart Environment,Negative
nyatanya hutan ikn aman2 aja dibabat coba kalo rakyat jelata yg betingkah bisa keluar kuyang,Smart Environment,Negative
gak ada yg salah yg di katakan jokowi ikn udaranya lebih segar dari singapura lha wong di tengah hutan belantara gi mana gak segar klu gitu yg goblok siapa ya,Smart Environment,Negative
ikuti upacara peringatan hut ke 79 ri di ikn ketua mpr ri bamsoet dorong pembangunan berkelanjutan di ikn,Smart Environment,Positive
kalo ga karena kisruh air di ikn aku ga tau lho kalo air di bpp susah ___ belum lagi bendungan semoi yg dibikin itu aslinya buat bpp eh mendadak malah dialihkan buat ikn ___,Smart Environment,Negative
emang kalimantan dibabat hutannya semuanya buat dijadiin perkotaan selain ikn bukannya banyaknya buat sawit tambang dan klo kemarin yg terbaru food estate pinter dikit jd buzzer,Smart Environment,Negative
ikn belon ada air bersih katanya,Smart Environment,Negative
